code,current,name,gender,function,country,nationality,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang
1535660,TRUE,SIMWAKA Asimenye,Female,Athlete,Malawi,Malawi,168,0,['Athletics'],"[""Women's 100m""]",1997-08-08,,Malawi,,Malawi,,,"Athlete, soldier",,English
1535693,TRUE,AL MARZOOQI Omar Abdul Aziz,Male,Athlete,UA Emirates,UA Emirates,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",2003-03-28,,,ABU DHABI,UA Emirates,Champ,,,Studying Psychology and Philosophy at Sorbonne University in Abu Dhabi (UAE),"Arabic, English"
1535729,TRUE,SERRANO Franco,Male,Athlete,Argentina,Argentina,0,0,['Modern Pentathlon'],"[""Men's Individual""]",2000-11-22,BUENOS AIRES,Argentina,BUENOS AIRES,Argentina,,,Sports soldier in the Argentine Army,"Studies Business Administration at the University of Lujan (Lujan, ARG)",Spanish
1535766,TRUE,KUMEL SAADI,Male,Athlete,Iraq,Iraq,191,0,['Football'],['Men'],2004-08-19,AARAU,Switzerland,,Iraq,,,Athlete,,"Arabic, German"
1535776,TRUE,JOSEF AL IMAM,Male,Athlete,Iraq,Iraq,182,0,['Football'],['Men'],2004-07-27,,Sweden,,Sweden,,,Athlete,,"Arabic, Swedish"
1535804,TRUE,MUNTADHER ABDULAMEER,Male,Athlete,Iraq,Iraq,165,0,['Football'],['Men'],2001-10-06,,Iraq,,Iraq,,,Athlete,,Arabic
1535805,TRUE,MUNTADHER MOHAMMED,Male,Athlete,Iraq,Iraq,170,0,['Football'],['Men'],2001-06-05,,Iraq,,IR Iran,,,Athlete,,"Arabic, Persian"
1535852,TRUE,MAEDER Maximilian,Male,Athlete,Singapore,Singapore,0,0,['Sailing'],"[""Men's Kite""]",2006-09-12,FLAWIL,Singapore,,,Max,Listening to music,Athlete,Home-schooled. British kiteboarder Jemima Crathorne has been his STEM tutor,"Chinese, English, German"
1535853,TRUE,LO Ryan,Male,Athlete,Singapore,Singapore,0,0,['Sailing'],"[""Men's Dinghy""]",1997-02-26,,Singapore,,Singapore,Ryan,,"Athlete, student",Erasmus University (NED),English
1535854,TRUE,SIM En Yi Letitia,Female,Athlete,Singapore,Singapore,0,0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",2003-03-03,,Singapore,SINGAPORE,Singapore,,,"Athlete, student","Studying Applied Exercise Science at University of Michigan (Ann Arbor, MI, USA)",English
1535856,TRUE,TAN Jonathan Eu Jin,Male,Athlete,Singapore,Singapore,0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",2002-03-11,SINGAPORE,Singapore,"STANFORD, CA",United States,,"Investing, photography","Athlete, student","Studying at Stanford University (CA, USA)","English, Mandarin"
1535858,TRUE,PEREIRA Veronica Shanti,Female,Athlete,Singapore,Singapore,164,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1996-09-20,,Singapore,SINGAPORE,Singapore,Sprint Queen,,Athlete,Graduated in 2021 with a degree in accounting from Singapore Management University (Singapore). She was on the Yip Pin Xiu Scholarship granted to her for her outstanding achievements in sports,English
1535910,TRUE,ZAID TAHSEEN,Male,Athlete,Iraq,Iraq,187,0,['Football'],['Men'],2001-01-29,NAJAF,Iraq,,Iraq,,,Athlete,,Arabic
1535913,TRUE,HUSSEIN AMER,Male,Athlete,Iraq,Iraq,182,0,['Football'],['Men'],2002-04-28,MUTHANNA,Iraq,,,,,,,
1535914,TRUE,ANAK LISES Bertrand Rhodict,Male,Athlete,Malaysia,Malaysia,0,0,['Diving'],"[""Men's 10m Platform""]",2005-05-28,SARAWAK,Malaysia,KUALA LUMPUR,Malaysia,,,,,English
1535916,TRUE,HUSSEIN LAWEND,Male,Athlete,Iraq,Iraq,180,0,['Football'],['Men'],2001-01-20,,Iraq,,Iraq,,,Athlete,,Arabic
1535918,TRUE,WONG Guanjie Johnathan,Male,Athlete,Malaysia,Malaysia,0,0,['Shooting'],['10m Air Pistol Men'],1992-08-23,MELAKA,Malaysia,KUALA LUMPUR,Malaysia,John,"Outdoor activities, PC gaming, hunting for food",Shooting range manager,Graduated in 2019 with a Bachelor's degree in Engineering (Aerospace) from the University of Putra Malaysia (MAS),"English, Malay, Mandarin"
1535925,TRUE,MOHAMAD ZUBIR Nur Aisyah,Female,Athlete,Malaysia,Malaysia,0,0,['Cycling Road'],"[""Women's Road Race""]",1997-10-04,KEMAMAN,Malaysia,KUALA TERENGGANU,Malaysia,,,Athlete,,Malay
1535926,TRUE,MOHAMAD LATIF Nur Shazrin,Female,Athlete,Malaysia,Malaysia,0,0,['Sailing'],"[""Women's Dinghy""]",1998-02-02,JOHOR,Malaysia,LANGKAWI,Malaysia,Shazrin,,Athlete,,"English, Malay"
1535927,TRUE,ALI JASIM,Male,Athlete,Iraq,Iraq,178,0,['Football'],['Men'],2004-01-20,BAGHDAD,Iraq,,Iraq,,,Athlete,,Arabic
1535928,TRUE,KARRAR SAAD,Male,Athlete,Iraq,Iraq,176,0,['Football'],['Men'],2001-03-22,,Iraq,,Iraq,,,Athlete,,Arabic
1535929,TRUE,KARRAR MOHAMMED,Male,Athlete,Iraq,Iraq,183,0,['Football'],['Men'],2001-01-06,,Iraq,,Iraq,,,Athlete,,Arabic
1535930,TRUE,NIHAD MOHAMMED,Male,Athlete,Iraq,Iraq,177,0,['Football'],['Men'],2001-01-14,,Iraq,,Iraq,,,Athlete,,Arabic
1535959,TRUE,DOUA Camil,Male,Athlete,Mauritania,Mauritania,0,0,['Swimming'],"[""Men's 50m Freestyle""]",2002-02-23,VALENCIENNES,France,,France,,,Athlete,,"Arabic, French"
1535993,TRUE,CHEW Caroline,Female,Athlete,Singapore,Singapore,0,0,['Equestrian'],['Dressage Individual'],1992-04-18,SINGAPORE,Singapore,LONDON,Great Britain,,"Reading, baking, cooking","Athlete, lawyer",Law at University of Bristol (GBR),"English, Mandarin"
1536032,TRUE,HERNANDEZ FLORES Margarita,Female,Athlete,Mexico,Mexico,149,0,['Athletics'],"[""Women's Marathon""]",1985-12-03,SAN ANDRES CUEXCONTITLAN,Mexico,TOLUCA,Mexico,"Mago, Maguito",,"Athlete, administrator, assistant coach",Pursuing a Master?셲 degree in Applied Sciences from Anahuac University (MEX).</p><p>Graduated with a Master?셲 degree in Organisational Management from the Autonomous University of the State of Mexico (MEX).</p><p>Graduated with a Law degree from the Autonomous University of the State of Mexico (MEX),Spanish
1536045,TRUE,SALIMI Arian,Male,Athlete,IR Iran,IR Iran,0,0,['Taekwondo'],['Men +80kg'],2003-12-16,KERMANSHAH,IR Iran,,IR Iran,,,Athlete,,Farsi
1536058,TRUE,BARKHORDARI Mehran,Male,Athlete,IR Iran,IR Iran,0,0,['Taekwondo'],['Men -80kg'],2000-07-26,QAZVIN,IR Iran,,IR Iran,,,Athlete,,Farsi
1536064,TRUE,NEMATZADEH Mobina,Female,Athlete,IR Iran,IR Iran,0,0,['Taekwondo'],['Women -49kg'],2005-05-17,,IR Iran,,IR Iran,,,,,Farsi
1536067,TRUE,KIYANICHANDEH Nahid,Female,Athlete,IR Iran,IR Iran,0,0,['Taekwondo'],['Women -57kg'],1998-08-01,ESFAHAN,IR Iran,,IR Iran,,,Athlete,,"English, Persian"
1536157,TRUE,MPALI Adam,Male,Athlete,Gabon,Gabon,0,0,['Swimming'],"[""Men's 50m Freestyle""]",2002-05-29,,,,,,,,,French
1536175,TRUE,AMISON Naima-Zahra,Female,Athlete,Djibouti,Djibouti,0,0,['Swimming'],"[""Women's 50m Freestyle""]",2003-10-10,,,,,,,Athlete,,
1536184,TRUE,STREHLKE DELGADO Paulo,Male,Athlete,Mexico,Mexico,0,0,['Marathon Swimming'],"[""Men's 10km""]",2006-01-10,CUERNAVACA,Mexico,,,,,,,Spanish
1536190,TRUE,SANDOVAL AYALA Martha,Female,Athlete,Mexico,Mexico,0,0,['Marathon Swimming'],"[""Women's 10km""]",1998-08-14,,,BAJA CALIFORNIA,Mexico,,,,"Studying for a Masters degree at Cetys University (MEX), on hold until after Paris 2024",Spanish
1536196,TRUE,ESTUDILLO TORRES Alejandra,Female,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Women's 3m Springboard""]",2005-05-20,CHIAPAS,Mexico,,,,,,,Spanish
1536197,TRUE,CELAYA HERNANDEZ Juan Manuel,Male,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Men's Synchronised 3m Springboard""]",1998-09-01,MONTERREY,Mexico,,,Meme,,Athlete,"Studied Civil Engineering at Louisiana State University (Baton Rouge, LA, USA)","English, Spanish"
1536198,TRUE,VAZQUEZ MONTANO Aranza,Female,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Women's 3m Springboard""]",2002-08-21,LA PAZ,Mexico,,,,,Student,Studying Exercise Science at the University of North Carolina at Chapel Hill (USA),"English, Spanish"
1536207,TRUE,ALIPOUR SHENAZANDIFARD Reza,Male,Athlete,IR Iran,IR Iran,170,0,['Sport Climbing'],"[""Men's Speed""]",1994-04-29,QAZVIN,IR Iran,,,Persian Cheetah,,Athlete,,"English, Farsi"
1536214,TRUE,ALAMIAN Nima,Male,Athlete,IR Iran,IR Iran,0,0,['Table Tennis'],"[""Men's Singles""]",1992-12-24,BABOL,IR Iran,,,,,Athlete,,"English, Farsi"
1536215,TRUE,ALAMIYAN Noshad,Male,Athlete,IR Iran,IR Iran,0,0,['Table Tennis'],"[""Men's Singles""]",1991-11-21,BABOL,IR Iran,,,,,,,"English, Farsi"
1536233,TRUE,YASEEN Taha Hussein,Male,Athlete,Iraq,Iraq,171,0,['Athletics'],"[""Men's 100m""]",1998-01-01,,Iraq,,,,"Swimming, football",Athlete,,
1536251,TRUE,MAAN Tulika,Female,Athlete,India,India,0,0,['Judo'],['Women +78 kg'],1998-09-09,NEW DELHI,India,NEW DELHI,India,Ganga,"Anime, cooking","Athlete, student",DDU Gorakhpur University (IND),"English, Hindi, Punjabi"
1536341,TRUE,ANCER Abraham,Male,Athlete,Mexico,Mexico,170,0,['Golf'],"[""Men's Individual Stroke Play""]",1991-02-27,"MCALLEN, TX",United States,,,El Turco,"Collecting putters, hunting, football, sport shooting, watching F1, barbecuing, cars",,"Attended Odessa College in the United States of America before transferring to the University of Oklahoma (Norman, OK) to pursue a degree in multidisciplinary studies",English
1536368,TRUE,SHARMA Shubhankar,Male,Athlete,India,India,177,0,['Golf'],"[""Men's Individual Stroke Play""]",1996-07-21,JHANSI,India,,,,,,,English
1536371,TRUE,BHULLAR Gaganjeet,Male,Athlete,India,India,184,0,['Golf'],"[""Men's Individual Stroke Play""]",1988-04-27,AMRITSAR,India,,India,,,,,English
1536372,TRUE,GIRMA Ermias,Male,Athlete,Ethiopia,Ethiopia,176,0,['Athletics'],"[""Men's 1500m""]",2005-01-20,EZHA DISTRICT,Ethiopia,ADDIS ABABA,Ethiopia,,Enjoys watching football and supports English Premier League team Manchester United,Athlete,,"Amharic, Gurage"
1536460,TRUE,ROJAS Carlos,Male,Athlete,Mexico,Mexico,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",2000-01-14,,,,,,,"Athlete, student",Studies Genomics at the National Autonomous University of Mexico,"German, Spanish"
1536467,TRUE,MARTINEZ WING Bruno,Male,Athlete,Mexico,Mexico,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",1998-03-08,,,SALTILLO,Mexico,,Watching movies,Athlete,,Spanish
1536479,TRUE,VAZQUEZ Ana,Female,Athlete,Mexico,Mexico,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",2000-10-05,RAMOS ARIZPE,Mexico,MONCLOVA,Mexico,Pau,,"Athlete, sport soldier","Studies Biomedical Engineering at the Autonomous University of Nuevo Leon (San Nicolas de los Garza, MEX)","English, Spanish"
1536494,TRUE,RIVERA Edgar,Male,Athlete,Mexico,Mexico,198,0,['Athletics'],"[""Men's High Jump""]",1991-02-13,AGUA PRIETA,Mexico,ZURICH,Switzerland,,,Athlete,"Graduated with a Master?셲 Engineering degree in Quality Systems and Productivity (2014) from the Tecnologico de Monterrey (MEX).</p><p>Graduated with a degree in Industrial Engineering (2013) from the University of Arizona, Tucson, AZ (USA)","English, Spanish"
1536495,TRUE,TAMAYO-GARZA Cecilia,Female,Athlete,Mexico,Mexico,167,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1997-03-04,LEON,Mexico,"HOUSTON, TX",United States,El Ray de Guanajuato (The Ray of Guanajuato),,Athlete,"Graduated in 2022 with a Bachelor's degree in Computer and Systems Engineering from the University of Houston (TX, USA)","English, Spanish"
1536496,TRUE,ALEMU Habitam,Female,Athlete,Ethiopia,Ethiopia,170,0,['Athletics'],"[""Women's 800m""]",1997-07-09,MERAWI,Ethiopia,ADDIS ABABA,Ethiopia,,"Watching action and animation movies. ""I used to enjoy painting but now I've stopped and started doing handicrafts using thread instead."" (Athlete, 5 Jun 2024)",Athlete,,Amharic
1536497,TRUE,MESELE Worknesh,Female,Athlete,Ethiopia,Ethiopia,172,0,['Athletics'],"[""Women's 800m""]",2001-06-11,SHEBEDINO,Ethiopia,ADDIS ABABA,Ethiopia,,"br>During her free time she visits Hawassa to spend time with her family and husband, and also attends church",Athlete,,"Amharic, Sidaama"
1536498,TRUE,DUGUMA Tsige,Female,Athlete,Ethiopia,Ethiopia,164,0,['Athletics'],"[""Women's 800m""]",2001-02-23,"KAMASHI ZONE, BENISHANGUL-GUMUZ",Ethiopia,ADDIS ABABA,Ethiopia,,,Athlete,,"Amharic, Gumuz"
1536522,TRUE,ASHOK Aditi,Female,Athlete,India,India,173,0,['Golf'],"[""Women's Individual Stroke Play""]",1998-03-29,BENGALURU,India,BENGALURU,India,,"Reading, collecting lapel pins",,,English
1536523,TRUE,DAGAR Diksha,Female,Athlete,India,India,175,0,['Golf'],"[""Women's Individual Stroke Play""]",2000-12-14,JHAJJAR,India,DELHI,India,,,,,English
1536568,TRUE,FAYISA Abdisa,Male,Athlete,Ethiopia,Ethiopia,173,0,['Athletics'],"[""Men's 1500m""]",2005-04-24,"LEMEN DISTRICT, OROMIA REGION",Ethiopia,"SULULTA, OROMIA REGION",Ethiopia,,Watching movies,Athlete,,"Amharic, Oromo"
1536585,TRUE,GUERRERO Ilse,Female,Athlete,Mexico,Mexico,156,0,['Athletics'],"[""Women's 20km Race Walk""]",1993-03-24,GUADALUPE,Mexico,ZACATECAS,Mexico,La Pequena Gigante (The Little Giant),,Athlete,,Spanish
1536599,TRUE,CHAMA Noel,Male,Athlete,Mexico,Mexico,176,0,['Athletics'],"[""Men's 20km Race Walk""]",1997-09-15,IXTAPALUCA,Mexico,MEXICO CITY,Mexico,Palito (Little Stick),,Athlete,"Studies Sports and Wellness online at Anahuac University, State of Mexico (MEX)",Spanish
1536600,TRUE,ORTIZ Ricardo,Male,Athlete,Mexico,Mexico,168,0,['Athletics'],"[""Men's 20km Race Walk""]",1995-02-07,CORDOBA,Mexico,MEXICO CITY,Mexico,,,Athlete,"Graduated in 2023 with a Bachelor's degree in Physical Education and Sports Methodology from Diaz Miron Institute (Xalapa, MEX)",Spanish
1536624,TRUE,SHAHSAVARI Neda,Female,Athlete,IR Iran,IR Iran,0,0,['Table Tennis'],"[""Women's Singles""]",1986-09-21,KERMANSHAH,IR Iran,,,,,Athlete,,
1536632,TRUE,FALLAH Mobina,Female,Athlete,IR Iran,IR Iran,0,0,['Archery'],"[""Women's Individual""]",1999-08-13,,,,,,,Athlete,,Persian
1536648,TRUE,LOH Kean Yew,Male,Athlete,Singapore,Singapore,175,0,['Badminton'],"[""Men's Singles""]",1997-06-26,PENANG,Malaysia,,Singapore,,"Shrimping, fishing",Athlete,"Studied at Republic Polytechnic (Woodlands, SGP)","English, Malay, Mandarin"
1536649,TRUE,HEE Yong Kai Terry,Male,Athlete,Singapore,Singapore,171,0,['Badminton'],['Mixed Doubles'],1995-07-06,,Singapore,,,,,,,"English, Malay, Mandarin"
1536650,TRUE,TAN Wei Han Jessica,Female,Athlete,Singapore,Singapore,167,0,['Badminton'],['Mixed Doubles'],1993-07-16,,Singapore,,Singapore,,,Athlete,,"English, Mandarin"
1536651,TRUE,YEO Jia Min,Female,Athlete,Singapore,Singapore,163,0,['Badminton'],"[""Women's Singles""]",1999-02-01,,Singapore,,Singapore,,Singing,Athlete,,"English, Mandarin"
1536669,TRUE,LABIB Ali,Male,Athlete,IR Iran,IR Iran,0,0,['Cycling Road'],"[""Men's Road Race""]",2002-09-21,TABRIZ,IR Iran,,,,,Athlete,,Persian
1536683,TRUE,FASIHI Farzaneh,Female,Athlete,IR Iran,IR Iran,161,0,['Athletics'],"[""Women's 100m""]",1993-01-03,ISFAHAN,IR Iran,TEHERAN,IR Iran,Jaguar,"Shopping, travelling, watching films",Athlete,"Studied Physical Education at the University of Isfahan (Darvazeh Shiraz, IRI)",Persian
1536701,TRUE,TAFTIAN Hassan,Male,Athlete,IR Iran,IR Iran,182,0,['Athletics'],"[""Men's 100m""]",1993-05-04,TORBAT-E HEYDARIEH,IR Iran,,,The Iranian Cheetah,,Athlete,"Sports Management - University of Tehran, Islamic Republic of Iran","English, Farsi, French"
1536721,TRUE,PANWAR Balraj,Male,Athlete,India,India,0,0,['Rowing'],"[""Men's Single Sculls""]",1999-07-26,KAIMLA,India,,,The 'MS Dhoni of Indian rowing' (Dhoni is a famous Indian cricketer),,Serves in the Army,,Hindi
1536885,TRUE,RICKETTS Shanieka,Female,Athlete,Jamaica,Jamaica,188,0,['Athletics'],"[""Women's Triple Jump""]",1992-02-02,ST ANDREW,Jamaica,KINGSTON,Jamaica,,"Music, modelling, sports, films",Athlete,"Graduated in 2014 with a Bachelor's degree in Economics from San Diego State University, CA (USA)","English, Spanish"
1536925,TRUE,HARRIS Naquille,Male,Athlete,St Kitts and Nevis,St Kitts and Nevis,175,0,['Athletics'],"[""Men's 100m""]",2002-05-16,"NEW YORK CITY, NY",United States,,United States,,,"Athlete, student","Interdisciplinary Studies at University of Cincinnati, OH (USA)",English
1536961,TRUE,DAVOUDI Ali,Male,Athlete,IR Iran,IR Iran,0,0,['Weightlifting'],"[""Men's +102kg""]",1999-03-22,,IR Iran,TEHRAN,IR Iran,,,Athlete,,Farsi
1536971,TRUE,JAVADI ALIABADI Mir Mostafa,Male,Athlete,IR Iran,IR Iran,0,0,['Weightlifting'],"[""Men's 89kg""]",2000-06-22,,,,,,,Athlete,,Persian
1536983,TRUE,WELTEJI Diribe,Female,Athlete,Ethiopia,Ethiopia,166,0,['Athletics'],"[""Women's 1500m""]",2002-05-13,"WEST SHEWA, OROMIA REGION",Ethiopia,LEGETAFO,Ethiopia,,Visiting her family and listening to spiritual songs,Athlete,,"Amharic, Oromo"
1536990,TRUE,HAYLOM Birke,Female,Athlete,Ethiopia,Ethiopia,164,0,['Athletics'],"[""Women's 1500m""]",2006-01-06,"ALAJE, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,,,Athlete,,Tigrinya
1536992,TRUE,HAILU Freweyni,Female,Alternate Athlete,Ethiopia,Ethiopia,166,0,['Athletics'],"[""Women's 5000m""]",2001-02-12,"WERIE LEHE, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,,,Athlete,,"Amharic, Tigrinya"
1536996,TRUE,AGHAMIRZAEIJENAGHARD Ali,Male,Athlete,IR Iran,IR Iran,0,0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1993-03-04,BANDAR-E ANZALI,IR Iran,BANDAR-E ANZALI,IR Iran,,,Athlete,"Studied at Uni Shahid Khodadadi (Bandar-e Anzali, IRI)","English, Farsi"
1536997,TRUE,MAYALA Freddy,Male,Athlete,Congo,Congo,0,0,['Swimming'],"[""Men's 50m Freestyle""]",2000-06-18,,,,,,,"Athlete, student",,French
1536998,TRUE,AREGAWI Berihu,Male,Athlete,Ethiopia,Ethiopia,171,0,['Athletics'],"[""Men's 10,000m""]",2001-02-28,"ATSBI WENBERTA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,,"Spending his free time with family and friends, engaging in lively conversations. Unwinds by watching movies and listening to music",Athlete,,"Amharic, Tigrinya"
1536999,TRUE,KEJELCHA Yomif,Male,Athlete,Ethiopia,Ethiopia,185,0,['Athletics'],"[""Men's 10,000m""]",1997-08-01,ELFETA,Ethiopia,LEGETAFO,Ethiopia,,"Spending time with his wife, watching movies and listening to music together. Is a fan of English Premier League football team Chelsea",Athlete,,"Amharic, Oromo"
1537001,TRUE,GEBRHIWET Hagos,Male,Athlete,Ethiopia,Ethiopia,173,0,['Athletics'],"[""Men's 5000m""]",1994-05-11,"ATSBI WENBERTA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,,Spending time at the playground with his daughters,Athlete,,"Amharic, Tigrinya"
1537002,TRUE,BOBIMBO Vanessa,Female,Athlete,Congo,Congo,0,0,['Swimming'],"[""Women's 50m Freestyle""]",1999-12-08,,,,,,,Athlete,,
1537010,TRUE,NGOYE Natacha,Female,Athlete,Congo,Congo,168,0,['Athletics'],"[""Women's 100m""]",1993-08-15,POINTE-NOIRE,Congo,,France,,,Athlete,,French
1537012,TRUE,SAIKHOM Mirabai Chanu,Female,Athlete,India,India,0,0,['Weightlifting'],"[""Women's 49kg""]",1994-08-08,NONGPOK KAKCHING,India,MANIPUR,India,Mira,,"Athlete, police officer",,English
1537049,TRUE,BAREGA Selemon,Male,Athlete,Ethiopia,Ethiopia,170,0,['Athletics'],"[""Men's 10,000m""]",2000-01-20,"BITANA VILLAGE, GURAGE ZONE",Ethiopia,ADDIS ABABA,Ethiopia,,"Spending time with friends on Sunday afternoons, having the Ethiopian coffee ceremony (a custom in the country) at home or going out to cafes.</p><p>Enjoys watching football and supports English Premier League team Manchester United, an interest that began with his admiration for their former player Cristiano Ronaldo and continues to this day. ""I used to regularly follow Cristiano Ronaldo's website, watch his gym workouts, and found his work ethic really inspiring."" (Athlete, 29 May 2024)",Athlete,,"Amharic, English, Gurage"
1537052,TRUE,TEFERA Samuel,Male,Athlete,Ethiopia,Ethiopia,175,0,['Athletics'],"[""Men's 1500m""]",1999-10-23,"MIDAKEGN, OROMIA REGION",Ethiopia,BURAYU,Ethiopia,,Spending time with his children and his friends,Athlete,,"Amharic, Oromo"
1537053,TRUE,YIHUNE Addisu,Male,Athlete,Ethiopia,Ethiopia,170,0,['Athletics'],"[""Men's 5000m""]",2003-03-17,"DEGA DAMOT DISTRICT, AMHARA REGION",Ethiopia,ADDIS ABABA,Ethiopia,,Resting and playing with the children in his neighbourhood,Athlete,,Amharic
1537057,TRUE,MEHARY Biniam,Male,Athlete,Ethiopia,Ethiopia,177,0,['Athletics'],"[""Men's 5000m""]",2006-12-20,"FREWEYNI (SINKATA), TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,,"Reading books, watching movies and running races on television, and listening to music",Athlete,,"Amharic, Tigrinya"
1537066,TRUE,TAYE Ejgayehu,Female,Athlete,Ethiopia,Ethiopia,165,0,['Athletics'],"[""Women's 5000m""]",2000-02-10,"MENDIDA, OROMIA REGION",Ethiopia,,Ethiopia,,,Athlete,,Oromo
1537069,TRUE,EISA Medina,Female,Athlete,Ethiopia,Ethiopia,162,0,['Athletics'],"[""Women's 5000m""]",2005-01-03,DEBRE MARKOS,Ethiopia,ADDIS ABABA,Ethiopia,,Occasionally watches movies or goes out when she is not busy with household tasks,Athlete,,Amharic
1537079,TRUE,GEBRESELAMA Tsigie,Female,Athlete,Ethiopia,Ethiopia,167,0,['Athletics'],"[""Women's 10,000m""]",2000-09-30,"SAESI TSAEDAEMBA, TIGRAY",Ethiopia,ADDIS ABABA,Ethiopia,,,Athlete,,"Amharic, English, Tigrinya"
1537135,TRUE,ZENG Jian,Female,Athlete,Singapore,Singapore,0,0,['Table Tennis'],"[""Women's Singles""]",1996-11-19,LOUDI,China,,,,,,,Mandarin
